,BRD_ID,Smiles,CID,
206,BRD-K22848513,COC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,124918974,
207,BRD-K53581288,CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12,44205240,2
208,BRD-K62387885,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,11438771,2
209,BRD-K25361343,CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,129010074,
210,BRD-K79595931,O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1,16061509,
211,BRD-K70463136,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,67377767,
212,BRD-A05457250,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O,2303,
213,BRD-K90195324,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,154257,
214,BRD-K23672206,Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C,214346,
215,BRD-A11319535,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC12C,2307,2
216,BRD-K17743125,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,6918638,
217,BRD-K14993104,CCC1(C)CC(=O)NC(=O)C1,2310,
218,BRD-K49807096,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O,5362124,
219,BRD-K17068645,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,65628,
220,BRD-A80017228,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,2315,
221,BRD-A22305049,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1,2318,
222,BRD-K97688263,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,108107,
223,BRD-K11717138,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,2333,
224,BRD-A87983072,OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,2787526,
225,BRD-K21450440,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,2343,
226,BRD-K28542495,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,12555,
227,BRD-K55191674,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,5904,
228,BRD-K98624455,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1,164522,
229,BRD-K14796088,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,2353,
230,BRD-K91315211,CNCCc1ccccn1,2366,1
231,BRD-K45275534,COc1ccc(NC(=O)c2ccc(cc2)C(=N)N(C)C)c(c1)C(=O)Nc1ccc(Cl)cn1,10275777,
232,BRD-K38744518,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]12)C(O)=O,12358880,
233,BRD-K16898998,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,457928,
234,BRD-K92441787,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,82146,
235,BRD-K46018455,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O,39042,
236,BRD-K29415052,COc1ccc(cn1)-c1ccc2ncc3n(C)c(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1,11978790,2
237,BRD-U70626184,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,11364421,
238,BRD-K64890080,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O,11364421,
239,BRD-K70914287,CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,6918508,
240,BRD-A29485665,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,2375,
241,BRD-K18779551,CNCCCCOc1ccccc1Cc1ccccc1,2377,
242,BRD-A94543220,c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1,2378,
243,BRD-K51967704,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,16736529,
244,BRD-A45153512,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(O)CCc1ccccc1,68184482,
245,BRD-K36467523,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(O)=O,71354,
246,BRD-K82244583,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO,10288191,
247,BRD-A00546892,OC(CCN1CCCCC1)(C1CC2CC1C=C2)c1ccccc1,2381,
248,BRD-K71221037,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC,49836020,
249,BRD-K31342827,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,2396,
250,BRD-A89175223,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,2405,
251,BRD-K13756951,C[C@H](Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cc1F)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,24946690,
252,BRD-K26818574,COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N1CCCN(C)CC1,25150857,
253,BRD-K26863634,COc1ccc(cc1)C(=O)Oc1ccc(CCn2c(NC(=O)c3ccc(cc3)C(F)(F)F)nc3cc(ccc23)C(O)=O)cc1,56676725,
254,BRD-K73368362,CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c1,135659062,2
255,BRD-K25943794,CCN1CCN(CC1)c1cc(-c2ccc(F)cc2)c2CCCCCCc2n1,125564,2
256,BRD-K02950022,C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1)c1ccc(F)cc1CCCC(O)=O,11249248,2
257,BRD-K13566078,Cc1cnc2c(NCCN)nc3ccc(C)cc3n12,9813758,
258,BRD-K43389698,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,3025986,2
259,BRD-A13021932,CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)(C)C,11467730,
260,BRD-K07106112,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c12,10437018,
261,BRD-K49555808,Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)N1CCCCS1(=O)=O,54682040,
262,BRD-K40738845,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,24794418,
263,BRD-K55781385,N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)n2c3cccnc3[nH]c2=O)c2ncccc12)c1cccc(F)c1F,51049968,
264,BRD-A15435692,OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1,108046,
265,BRD-A07563059,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,44112,
266,BRD-K50691590,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O,73707406,2
267,BRD-K88510285,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,387447,
268,BRD-K74763371,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1,104865,
269,BRD-K99964838,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,5328940,
270,BRD-K73261812,Oc1ccc(C[C@@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1,11238147,
271,BRD-K96123349,Cc1c(nc2ccc(F)cc2c1C(O)=O)-c1ccc(cc1)-c1ccccc1F,57030,
272,BRD-K96936751,CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc-21,107926,
273,BRD-K00911143,O=c1ccc2ccc(OCCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,11978813,
274,BRD-K28428262,C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,11234052,
275,BRD-A21584801,CC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,11451527,
276,BRD-A63675168,OC[C@H]1O[C@H](CC1O)n1cc(\C=C\Br)c(=O)[nH]c1=O,44629987,
277,BRD-A80151636,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C,5702015,
278,BRD-K17500877,Nc1nc(-c2ccccc2)c(Br)c(=O)[nH]1,135413497,
279,BRD-K79095980,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O,6035,
280,BRD-A36057565,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)C(=O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O,91930061,
281,BRD-K31313613,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,49867929,
282,BRD-A68304895,CC(C)CC(N)C1(CCC1)c1ccc(Cl)cc1,134772,2
283,BRD-A15931911,CCCC(=O)Nc1ncnc2n(cnc12)C1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,5702210,2
284,BRD-K18324993,CC(C)(C)N1CCC(CC1)(c1ccccc1)c1ccccc1,68778,
285,BRD-K19462402,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,2467,
286,BRD-K38197229,CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O,2471,
287,BRD-K42191735,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,16654980,
288,BRD-A01636364,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,2474,
289,BRD-A05186015,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,444,
290,BRD-K93461745,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,2477,
291,BRD-K23204545,CS(=O)(=O)OCCCCOS(C)(=O)=O,2478,
292,BRD-K23082237,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc([C@H]2C1)c34,37461,
293,BRD-A16665823,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,47472,
294,BRD-K42417338,Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]4(CCCC[C@@]34O)c2c1,5361092,
295,BRD-K28965160,CC(C)Nc1cc(-c2c[nH]c(c2)C(=O)N[C@H](CO)c2cccc(Cl)c2)c(Cl)cn1,11719003,
296,BRD-K47983010,Ic1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCCNC(=O)c1cccs1,10077147,
297,BRD-K49669041,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,11754511,
298,BRD-K68548958,CC1=NN(C(=O)C\1=C\c1ccc(o1)-c1cc(C)c(C)cc1[N+]([O-])=O)c1ccc(cc1)C(O)=O,2871948,
299,BRD-K54028654,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,7427,
300,BRD-K06858286,CO[C@@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,129009963,
301,BRD-K86882815,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,54746,
302,BRD-K51544265,COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC,25102847,2
303,BRD-K02404261,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,2519,2
304,BRD-K28731095,C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,6439628,
305,BRD-A84045418,CCCCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C=O,2532,
306,BRD-K23248433,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(CC3)Nc3cccc(F)c3)cc2)CCN1,15984937,
307,BRD-K43806473,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(N)=N)cc2)cc1,2536,
308,BRD-K37890730,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O,24360,
309,BRD-K90868879,Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,24812758,
310,BRD-K84091759,CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,2541,
311,BRD-K50168500,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,156414,
312,BRD-A91877226,CCCCCOC(=O)Nc1nc(=O)n(cc1F)C1O[C@H](C)[C@@H](O)[C@H]1O,46876249,
313,BRD-K50590187,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,1548943,
314,BRD-K75037734,C[N+](C)(C)CCOC(N)=O,2551,
315,BRD-K71799949,NC(=O)N1c2ccccc2C=Cc2ccccc12,2554,
316,BRD-A98702003,CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O,6602447,
317,BRD-K87156652,CCOC(=O)n1ccn(C)c1=S,31072,
318,BRD-K15179879,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,11556711,
319,BRD-K60240222,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,121396,
320,BRD-K21670884,CC(C)c1ccc(cc1S(C)(=O)=O)C(=O)N=C(N)N,151172,
321,BRD-K57764956,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,11154555,
322,BRD-A99939097,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2576,
323,BRD-A17411484,CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,2581,
324,BRD-A10977446,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,2585,
325,BRD-K20897876,O[C@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12,54445,
326,BRD-K59929863,CN(C)\N=N\c1ccc(cc1)C(O)=O,23606,
327,BRD-K45746021,C(CN1CCCCC1)Oc1cccc(c1)-c1n[nH]c2ccc(cc12)-c1ncn[nH]1,10430360,
328,BRD-K48213016,O[C@H]1CC[C@@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CCOC3)c2n1,11597537,
329,BRD-K86930074,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,9933475,
330,BRD-K15766189,Nc1nc(cs1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,6399253,
331,BRD-A12077521,CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1,5353492,
332,BRD-K02292852,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O,44187,
333,BRD-A78723049,CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,50614,2
334,BRD-K46970505,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1,6858015,
335,BRD-A24396574,CC1C(=O)C(=O)C=C2C1=CC=C3[C@@]2(C)CCC4(C)[C@@H]5C[C@@](C)(CC[C@]5(C)CC[C@]34C)C(=O)O,73707365,
336,BRD-K02637541,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,2662,
337,BRD-K20722021,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC,56846693,
338,BRD-K72827473,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl,71721648,
339,BRD-K96194081,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34,10206,
340,BRD-M98279124,C[C@H]1O[C@]2(CS1)CN1CCC2CC1.C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,73417326,2
341,BRD-K76969307,C1COC[C@@H]1N2C3=NC(=NC=C3N=C2NC4=C(C=C(C=C4F)F)F)NC5CCC(CC5)O,57394468,
342,BRD-A50737080,[O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F,6605258,
343,BRD-A40084411,CC(C)(C)NCC(O)COc1cccc2[nH]c(O)nc12,2687,
344,BRD-K79090631,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2,644215,
345,BRD-K68103045,COc1ccc(cc1)-n1nc2c3CCCCCc3[nH]cc2c1=O,163844,
346,BRD-K87904882,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5,2703,
347,BRD-K43723251,C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,124489981,
348,BRD-K16189898,Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl,9956119,
349,BRD-K29458283,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,2708,
350,BRD-K22969690,OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,146033,
351,BRD-A20348246,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,2717,
352,BRD-A91699651,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2719,
353,BRD-K17075857,Oc1c(Cl)cc(Cl)c2cccnc12,2722,
354,BRD-A04553218,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,2725,
355,BRD-K89997465,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,2726,
356,BRD-K97746869,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2727,2
357,BRD-K59058766,CN(C)CC\C=C1/c2ccccc2Sc2ccc(Cl)cc12,667466,2
358,BRD-A26384407,NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,2732,2
359,BRD-K43164539,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,221493,
360,BRD-A72390365,C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)CO,439285,
361,BRD-K22861715,Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1,5281607,
362,BRD-K67680372,OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1,198693,
363,BRD-K88544581,CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC,122327,
364,BRD-K58736316,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,9064,
365,BRD-K35245662,CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1,6918155,
366,BRD-A93000692,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,2750,
367,BRD-K57252450,CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O,176873,
368,BRD-K38473998,COc1ccc(cc1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N,151170,
369,BRD-K67017579,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,2754,
370,BRD-K34157611,CN\C(NCCSCc1nc[nH]c1C)=N/C#N,2756,
371,BRD-K73440166,OC(=O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(cc1)C(O)=O,9808022,
372,BRD-K46839850,COc1cc(cc(OC)c1OC)\C=C\C(=O)N1CCN(CC(=O)N2CCCC2)CC1,5282459,
373,BRD-K07220430,C(/C=C/c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,1547484,
374,BRD-K14704277,CCn1nc(C(O)=O)c(=O)c2cc3OCOc3cc12,2762,
375,BRD-K04804440,OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,2764,
376,BRD-A12896037,COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c1cc(Cl)c(N)cc1OC,2769,
377,BRD-A47598013,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,2771,
378,BRD-K00662280,Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F,107950,
379,BRD-K93034159,Nc1nc(Cl)nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1,20279,2
380,BRD-K16762525,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,129009994,
381,BRD-K04704168,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc23)cc1,2782,
382,BRD-A75726477,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,2783,
383,BRD-A61676498,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,37907,
384,BRD-A93964801,NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1,60063,
385,BRD-A52252998,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@@H](C(C)Cl)[C@H]1O[C@@H](SC)[C@H](O)[C@@H](O)[C@H]1O,129009913,
386,BRD-A90625545,CCC(C)(Oc1ccc(cc1)C1(CCCCC1)c1ccc(OC(C)(CC)C(O)=O)cc1)C(O)=O,2787,
387,BRD-K09255212,Oc1c(I)cc(Cl)c2cccnc12,2788,
388,BRD-A26095496,CCC(=O)O[C@@]1([C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,5702274,
389,BRD-K34022604,Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,119182,
390,BRD-K56614220,CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1,2794,
391,BRD-K45252063,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2796,
392,BRD-K19111024,CC(C)(Oc1ccc(Cl)cc1)C(O)=O,2797,
393,BRD-K02900412,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,2799,
394,BRD-K50422030,Cc1ncsc1CCCl,10783,1
395,BRD-K29950728,CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1,1548955,
396,BRD-K52989797,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,2801,2
397,BRD-K38183498,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,2802,
398,BRD-K98530306,Clc1cccc(Cl)c1N=C1NCCN1,2803,
399,BRD-A19952358,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,42574,
400,BRD-K15916496,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2812,
401,BRD-K37289225,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,135398737,
402,BRD-K19438463,[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1C#N,3721046,
403,BRD-K70912147,NC(=O)N\N=C\c1ccc(Oc2ccc(F)cc2)cc1,10221150,
404,BRD-K51040301,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,25151504,
405,BRD-K03390685,OC1(CN(C1)C(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[C@@H]1CCCCN1,16222096,
406,BRD-K00259736,COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC,6167,
407,BRD-K19388745,CN(C)CCC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(C)O[C@](C)(CC(=O)[C@]2(O)[C@@]2(C)[C@@H](O)CCC(C)(C)[C@H]12)C=C,444029,
408,BRD-K61195623,COc1ccc(cc1O)\C=C/c1cc(OC)c(OC)c(OC)c1,5351344,
